X-acc;Y-acc;Z-acc;label
-52;11;4154;idle
-42;5;4147;idle
-64;6;4150;idle
-47;11;4154;idle
-55;4;4147;idle
-54;3;4159;idle
-59;4;4153;idle
-45;16;4162;idle
-54;14;4159;idle
-57;-1;4156;idle
-52;10;4165;idle
-47;10;4161;idle
-62;10;4140;idle
-46;11;4161;idle
-46;15;4149;idle
-62;10;4161;idle
-63;12;4152;idle
-63;-4;4151;idle
-50;14;4161;idle
-59;11;4153;idle
-55;13;4147;idle
-48;19;4148;idle
-46;14;4160;idle
-63;13;4153;idle
-57;11;4151;idle
-59;9;4158;idle
-49;9;4158;idle
-57;14;4151;idle
-56;8;4156;idle
-59;16;4154;idle
-56;17;4154;idle
-48;6;4149;idle
-58;12;4153;idle
-58;14;4154;idle
-55;16;4155;idle
-55;10;4155;idle
-56;11;4157;idle
-60;16;4153;idle
-43;7;4161;idle
-48;5;4142;idle
-56;11;4156;idle
-53;12;4158;idle
-52;9;4148;idle
-63;14;4156;idle
-49;21;4161;idle
-51;8;4158;idle
-52;6;4149;idle
-50;20;4160;idle
-52;11;4158;idle
-50;4;4160;idle
-46;13;4154;idle
-47;15;4153;idle
-55;3;4160;idle
-49;7;4152;idle
-57;16;4157;idle
-67;20;4153;idle
-58;9;4152;idle
-55;9;4152;idle
-52;16;4159;idle
-54;10;4150;idle
X-acc;Y-acc;Z-acc;label
-51;18;4156;idle
-54;21;4161;idle
-49;15;4158;idle
-52;15;4157;idle
-52;4;4152;idle
-50;15;4153;idle
-53;8;4154;idle
-56;15;4156;idle
-60;24;4156;idle
-58;7;4155;idle
-51;10;4154;idle
-55;3;4160;idle
-56;12;4159;idle
-61;22;4155;idle
-61;9;4157;idle
-51;9;4154;idle
-60;16;4163;idle
-58;11;4153;idle
-62;13;4158;idle
-51;15;4159;idle
-54;10;4160;idle
-54;3;4150;idle
-56;14;4157;idle
-49;17;4154;idle
-51;2;4160;idle
-50;7;4155;idle
-54;14;4158;idle
-55;14;4155;idle
-64;13;4155;idle
-48;17;4154;idle
-56;14;4157;idle
-67;2;4160;idle
-53;6;4145;idle
-60;16;4155;idle
-51;12;4158;idle
-48;12;4152;idle
-61;5;4158;idle
-53;11;4154;idle
-54;18;4152;idle
-53;11;4155;idle
-50;12;4156;idle
-52;15;4152;idle
-55;12;4152;idle
-54;15;4152;idle
-57;10;4154;idle
-60;9;4157;idle
-57;10;4156;idle
-62;10;4158;idle
-48;3;4156;idle
-50;15;4161;idle
-59;7;4154;idle
-57;14;4151;idle
-53;4;4158;idle
-56;15;4156;idle
-51;6;4153;idle
-55;15;4156;idle
-54;11;4151;idle
-53;9;4162;idle
-61;11;4153;idle
-53;1;4155;idle
-46;13;4154;idle
-47;7;4155;idle
-60;15;4152;idle
-60;3;4158;idle
-56;13;4150;idle
-58;15;4152;idle
-53;10;4157;idle
-49;9;4152;idle
-57;14;4154;idle
-46;8;4161;idle
-59;16;4153;idle
-48;11;4152;idle
-50;12;4156;idle
-52;10;4149;idle
-59;7;4159;idle
-58;5;4149;idle
-51;10;4154;idle
-56;12;4152;idle
-56;9;4154;idle
-52;17;4156;idle
-50;10;4157;idle
-61;8;4159;idle
-57;3;4153;idle
-59;13;4154;idle
-52;9;4150;idle
-53;14;4155;idle
-59;14;4163;idle
-59;7;4158;idle
-57;14;4158;idle
-42;4;4150;idle
-54;8;4152;idle
-53;7;4161;idle
-51;5;4156;idle
-52;12;4152;idle
-53;9;4157;idle
-61;11;4155;idle
-54;3;4156;idle
-53;16;4160;idle
-61;10;4155;idle
-54;9;4152;idle
X-acc;Y-acc;Z-acc;label
-54;3;4153;idle
-60;9;4155;idle
-53;8;4157;idle
-57;12;4156;idle
-47;13;4147;idle
-62;15;4156;idle
-52;5;4161;idle
-60;4;4148;idle
-50;4;4154;idle
-48;12;4156;idle
-59;3;4154;idle
-52;10;4158;idle
-54;14;4152;idle
-51;18;4154;idle
-53;12;4153;idle
-55;2;4158;idle
-59;11;4148;idle
-53;17;4159;idle
-51;13;4159;idle
-57;1;4151;idle
-48;13;4143;idle
-48;15;4159;idle
-45;12;4154;idle
-47;14;4154;idle
-44;10;4150;idle
-54;13;4152;idle
-39;15;4148;idle
-49;4;4153;idle
-60;4;4159;idle
-61;4;4154;idle
-62;12;4155;idle
-46;19;4156;idle
-50;19;4155;idle
-56;10;4150;idle
-61;7;4153;idle
-53;14;4153;idle
-51;0;4151;idle
-60;6;4155;idle
-54;12;4151;idle
-59;19;4150;idle
-56;7;4157;idle
-42;6;4151;idle
-66;7;4158;idle
-47;11;4160;idle
-48;5;4154;idle
-56;17;4155;idle
-48;21;4152;idle
-58;0;4157;idle
-58;19;4162;idle
-45;8;4153;idle
-55;7;4151;idle
-55;1;4156;idle
-47;12;4152;idle
-54;20;4154;idle
-57;16;4154;idle
-53;13;4157;idle
-58;14;4160;idle
-47;19;4145;idle
-56;14;4152;idle
-54;10;4153;idle
-66;5;4153;idle
-49;4;4153;idle
-53;16;4155;idle
-48;18;4149;idle
-55;3;4161;idle
-58;19;4157;idle
-49;9;4147;idle
-47;12;4154;idle
-57;13;4153;idle
-60;8;4160;idle
-49;17;4149;idle
-52;6;4155;idle
-55;9;4156;idle
-53;5;4153;idle
-64;2;4156;idle
-61;17;4162;idle
-59;22;4152;idle
-57;6;4157;idle
-53;13;4148;idle
-67;18;4154;idle
-52;5;4152;idle
-50;11;4156;idle
-54;6;4150;idle
-57;14;4156;idle
-61;11;4155;idle
-57;7;4157;idle
-56;11;4158;idle
-48;11;4149;idle
-47;11;4156;idle
-52;4;4157;idle
-56;6;4158;idle
-58;23;4145;idle
-67;18;4155;idle
-62;14;4162;idle
-59;4;4154;idle
-58;11;4159;idle
-62;8;4153;idle
-55;7;4152;idle
-52;16;4162;idle
-64;13;4153;idle
X-acc;Y-acc;Z-acc;label
-54;14;4158;idle
-57;11;4154;idle
-54;8;4155;idle
-54;20;4152;idle
-55;7;4150;idle
-50;15;4152;idle
-61;14;4157;idle
-53;10;4160;idle
-51;10;4146;idle
-67;10;4157;idle
-47;12;4154;idle
-57;12;4166;idle
-63;12;4155;idle
-54;15;4164;idle
-57;12;4161;idle
-49;3;4148;idle
-64;9;4147;idle
-53;3;4156;idle
-45;13;4154;idle
-55;17;4154;idle
-61;5;4155;idle
-45;16;4150;idle
-51;4;4153;idle
-65;4;4153;idle
-52;10;4155;idle
-53;12;4146;idle
-46;10;4152;idle
-46;5;4153;idle
-51;8;4149;idle
-56;9;4154;idle
-51;2;4153;idle
-46;8;4155;idle
-51;12;4148;idle
-55;9;4158;idle
-50;17;4153;idle
-45;15;4154;idle
-54;16;4155;idle
-51;7;4154;idle
-49;16;4150;idle
-53;8;4155;idle
-65;9;4156;idle
-56;8;4147;idle
-53;3;4153;idle
-51;16;4159;idle
-60;1;4152;idle
-54;13;4163;idle
-56;5;4153;idle
-57;11;4155;idle
-53;18;4147;idle
-55;10;4160;idle
-67;10;4158;idle
-49;5;4149;idle
-62;13;4159;idle
-53;5;4151;idle
-46;7;4151;idle
-61;9;4160;idle
-52;13;4161;idle
-58;9;4157;idle
-57;7;4149;idle
-53;2;4157;idle
-60;6;4163;idle
-55;6;4156;idle
-55;11;4157;idle
-58;12;4152;idle
-50;18;4154;idle
-55;14;4156;idle
-65;15;4149;idle
-56;12;4169;idle
-49;16;4158;idle
-50;7;4160;idle
-45;9;4151;idle
-56;17;4158;idle
-52;8;4151;idle
-48;16;4160;idle
-56;7;4145;idle
-62;11;4159;idle
-49;12;4158;idle
-54;9;4159;idle
-59;14;4153;idle
-52;7;4150;idle
-50;8;4153;idle
-49;14;4156;idle
-46;10;4149;idle
-58;6;4149;idle
-54;11;4156;idle
-47;12;4146;idle
-60;17;4161;idle
-60;10;4151;idle
-51;2;4157;idle
-50;8;4151;idle
-63;16;4153;idle
-53;9;4158;idle
-51;8;4155;idle
-52;14;4151;idle
-52;13;4150;idle
-48;19;4151;idle
-48;13;4154;idle
-49;5;4157;idle
-53;3;4154;idle
-46;9;4159;idle
X-acc;Y-acc;Z-acc;label
-59;11;4155;idle
-51;10;4155;idle
-55;13;4145;idle
-59;9;4156;idle
-61;10;4157;idle
-49;7;4154;idle
-60;3;4154;idle
-52;13;4163;idle
-56;12;4154;idle
-44;14;4160;idle
-53;17;4154;idle
-59;9;4153;idle
-57;4;4147;idle
-55;10;4158;idle
-57;7;4155;idle
-58;11;4161;idle
-55;10;4162;idle
-64;10;4151;idle
-61;9;4147;idle
-47;7;4160;idle
-52;6;4151;idle
-53;9;4153;idle
-54;8;4154;idle
-52;5;4153;idle
-47;3;4152;idle
-60;20;4156;idle
-56;-2;4150;idle
-51;11;4150;idle
-57;15;4161;idle
-62;15;4157;idle
-56;-3;4154;idle
-52;5;4155;idle
-56;12;4152;idle
-50;13;4153;idle
-52;3;4155;idle
-50;14;4152;idle
-56;10;4152;idle
-54;-6;4151;idle
-64;9;4150;idle
-58;15;4157;idle
-57;6;4151;idle
-54;3;4145;idle
-59;17;4155;idle
-59;5;4159;idle
-51;5;4156;idle
-57;12;4156;idle
-56;19;4160;idle
-50;8;4161;idle
-56;15;4160;idle
-49;9;4158;idle
-43;12;4148;idle
-64;16;4154;idle
-57;8;4153;idle
-50;10;4158;idle
-51;13;4156;idle
-51;7;4156;idle
-61;9;4159;idle
-53;15;4155;idle
-56;8;4150;idle
-49;4;4154;idle
-48;18;4152;idle
-59;9;4155;idle
-62;8;4156;idle
-56;11;4157;idle
-53;10;4153;idle
-47;6;4152;idle
-54;9;4154;idle
-66;18;4157;idle
-58;6;4157;idle
-45;12;4154;idle
-56;11;4151;idle
-51;8;4156;idle
-57;12;4159;idle
-60;13;4157;idle
-55;3;4154;idle
-57;4;4155;idle
-62;11;4158;idle
-54;1;4155;idle
-57;6;4163;idle
-55;7;4155;idle
-56;5;4153;idle
-56;5;4155;idle
-51;12;4150;idle
-63;13;4158;idle
-57;8;4154;idle
-60;9;4148;idle
-56;6;4149;idle
-53;9;4150;idle
-57;13;4159;idle
-54;16;4164;idle
-61;15;4158;idle
-60;16;4150;idle
-62;5;4158;idle
-61;14;4160;idle
-50;10;4155;idle
-58;13;4153;idle
-65;2;4150;idle
-52;12;4151;idle
-62;16;4156;idle
-63;7;4158;idle
X-acc;Y-acc;Z-acc;label
-57;11;4157;idle
-57;23;4158;idle
-52;0;4157;idle
-52;22;4151;idle
-49;9;4155;idle
-58;6;4159;idle
-55;9;4152;idle
-58;16;4151;idle
-63;18;4156;idle
-59;14;4149;idle
-52;7;4143;idle
-55;13;4152;idle
-43;13;4159;idle
-53;7;4159;idle
-50;7;4160;idle
-48;11;4142;idle
-49;4;4159;idle
-51;14;4156;idle
-49;7;4160;idle
-54;12;4155;idle
-56;15;4156;idle
-56;11;4154;idle
-49;7;4152;idle
-60;10;4164;idle
-63;14;4148;idle
-51;11;4152;idle
-49;10;4149;idle
-55;9;4165;idle
-57;10;4155;idle
-53;12;4152;idle
-53;25;4158;idle
-51;12;4157;idle
-54;12;4157;idle
-57;8;4156;idle
-62;10;4160;idle
-53;7;4149;idle
-50;13;4150;idle
-53;6;4158;idle
-53;4;4159;idle
-59;10;4154;idle
-52;9;4156;idle
-63;4;4152;idle
-55;7;4163;idle
-56;6;4161;idle
-57;16;4147;idle
-61;12;4155;idle
-50;-4;4155;idle
-54;15;4148;idle
-55;13;4154;idle
-54;9;4150;idle
-60;6;4151;idle
-51;11;4150;idle
-51;12;4155;idle
-57;3;4147;idle
-49;9;4156;idle
-49;9;4158;idle
-53;21;4155;idle
-52;14;4154;idle
-44;10;4151;idle
-56;4;4152;idle
-52;5;4154;idle
-52;10;4149;idle
-57;0;4152;idle
-52;12;4154;idle
-54;5;4151;idle
-50;16;4150;idle
-52;5;4146;idle
-52;6;4153;idle
-50;4;4151;idle
-49;7;4149;idle
-59;13;4152;idle
-59;19;4162;idle
-46;6;4147;idle
-51;5;4147;idle
-59;7;4153;idle
-52;22;4150;idle
-57;12;4148;idle
-43;4;4162;idle
-52;16;4155;idle
-57;4;4152;idle
-49;0;4154;idle
-58;14;4149;idle
-57;20;4154;idle
-63;0;4158;idle
-42;9;4148;idle
-52;17;4151;idle
-66;18;4149;idle
-59;5;4138;idle
-39;7;4150;idle
-58;12;4148;idle
-57;3;4149;idle
-52;12;4150;idle
-54;10;4152;idle
-62;4;4157;idle
-61;1;4149;idle
-47;1;4155;idle
-52;14;4146;idle
-53;7;4161;idle
-56;14;4149;idle
-49;9;4154;idle
X-acc;Y-acc;Z-acc;label
-51;14;4150;idle
-51;10;4153;idle
-56;16;4149;idle
-51;6;4150;idle
-46;14;4160;idle
-51;8;4153;idle
-51;9;4154;idle
-54;5;4152;idle
-49;10;4155;idle
-60;4;4151;idle
-63;11;4155;idle
-60;12;4156;idle
-52;8;4152;idle
-49;18;4157;idle
-58;17;4159;idle
-57;7;4162;idle
-57;15;4147;idle
-62;7;4153;idle
-51;15;4150;idle
-57;10;4151;idle
-73;3;4157;idle
-63;11;4157;idle
-60;8;4151;idle
-60;2;4149;idle
-51;5;4150;idle
-46;11;4157;idle
-39;7;4148;idle
-49;12;4155;idle
-58;18;4155;idle
-53;19;4148;idle
-60;8;4153;idle
-54;10;4151;idle
-54;12;4157;idle
-55;13;4150;idle
-53;8;4157;idle
-51;25;4157;idle
-55;13;4151;idle
-59;7;4149;idle
-60;9;4152;idle
-55;11;4161;idle
-53;12;4153;idle
-53;12;4155;idle
-43;13;4154;idle
-65;7;4160;idle
-41;12;4149;idle
-45;7;4152;idle
-56;12;4159;idle
-65;10;4152;idle
-54;9;4142;idle
-50;11;4158;idle
-50;19;4152;idle
-51;2;4150;idle
-54;16;4149;idle
-57;8;4149;idle
-63;12;4161;idle
-54;9;4145;idle
-43;11;4149;idle
-53;23;4153;idle
-53;16;4160;idle
-56;5;4150;idle
-49;7;4147;idle
-55;18;4154;idle
-52;8;4156;idle
-57;9;4154;idle
-57;19;4153;idle
-46;15;4161;idle
-52;11;4145;idle
-46;2;4158;idle
-47;11;4151;idle
-58;7;4153;idle
-58;7;4156;idle
-55;9;4156;idle
-46;13;4157;idle
-51;12;4142;idle
-62;6;4150;idle
-55;11;4154;idle
-56;1;4150;idle
-60;17;4157;idle
-50;11;4155;idle
-52;12;4150;idle
-63;10;4154;idle
-57;13;4157;idle
-55;9;4154;idle
-67;11;4161;idle
-49;9;4154;idle
-58;10;4151;idle
-50;12;4156;idle
-61;9;4156;idle
-48;11;4153;idle
-49;10;4158;idle
-52;11;4155;idle
-58;17;4156;idle
-66;11;4154;idle
-63;3;4146;idle
-54;18;4153;idle
-48;9;4150;idle
-50;4;4146;idle
-66;16;4152;idle
-58;21;4157;idle
-54;0;4146;idle
X-acc;Y-acc;Z-acc;label
-53;4;4151;idle
-48;12;4163;idle
-54;9;4141;idle
-58;12;4153;idle
-57;10;4151;idle
-58;4;4158;idle
-50;4;4149;idle
-49;14;4148;idle
-55;13;4148;idle
-69;9;4154;idle
-55;-2;4148;idle
-43;15;4151;idle
-46;20;4157;idle
-57;1;4154;idle
-52;5;4150;idle
-57;33;4150;idle
-61;7;4153;idle
-58;5;4145;idle
-51;11;4148;idle
-54;22;4153;idle
-51;-7;4152;idle
-61;2;4151;idle
-54;18;4158;idle
-39;11;4152;idle
-55;12;4148;idle
-59;18;4155;idle
-50;8;4154;idle
-50;9;4149;idle
-59;7;4149;idle
-55;9;4159;idle
-49;16;4157;idle
-50;10;4154;idle
-55;14;4157;idle
-53;14;4156;idle
-49;5;4155;idle
-52;7;4145;idle
-59;20;4157;idle
-62;6;4161;idle
-43;5;4145;idle
-49;10;4147;idle
-61;17;4157;idle
-60;21;4156;idle
-52;13;4156;idle
-52;6;4150;idle
-53;6;4155;idle
-57;11;4153;idle
-42;11;4156;idle
-53;11;4143;idle
-56;14;4158;idle
-47;5;4147;idle
-55;8;4159;idle
-54;16;4156;idle
-60;11;4156;idle
-52;8;4151;idle
-55;19;4154;idle
-54;15;4152;idle
-52;3;4156;idle
-61;11;4154;idle
-47;12;4151;idle
-51;1;4151;idle
-48;7;4153;idle
-64;6;4150;idle
-59;13;4148;idle
-52;10;4154;idle
-60;9;4152;idle
-61;11;4154;idle
-48;6;4161;idle
-51;7;4156;idle
-51;1;4155;idle
-60;9;4151;idle
-60;10;4155;idle
-56;9;4149;idle
-64;8;4154;idle
-60;13;4154;idle
-47;7;4149;idle
-56;6;4153;idle
-60;15;4150;idle
-60;1;4156;idle
-53;7;4146;idle
-46;10;4150;idle
-55;19;4147;idle
-56;8;4149;idle
-52;14;4153;idle
-61;8;4150;idle
-61;10;4147;idle
-53;1;4148;idle
-61;12;4156;idle
-57;8;4150;idle
-63;3;4154;idle
-51;5;4157;idle
-44;14;4152;idle
-58;14;4149;idle
-57;3;4153;idle
-58;8;4154;idle
-63;0;4152;idle
-52;1;4153;idle
-56;-1;4149;idle
-51;8;4151;idle
-55;4;4160;idle
-61;2;4155;idle
X-acc;Y-acc;Z-acc;label
-55;8;4152;idle
-56;13;4153;idle
-52;4;4145;idle
-52;7;4156;idle
-58;13;4158;idle
-54;10;4150;idle
-46;14;4153;idle
-51;19;4152;idle
-59;3;4157;idle
-46;7;4150;idle
-47;14;4151;idle
-50;6;4147;idle
-61;12;4151;idle
-58;13;4151;idle
-64;12;4157;idle
-48;0;4152;idle
-56;11;4152;idle
-60;11;4148;idle
-55;14;4154;idle
-54;8;4150;idle
-52;4;4153;idle
-59;12;4149;idle
-66;16;4155;idle
-52;10;4153;idle
-46;16;4148;idle
-58;11;4153;idle
-57;9;4152;idle
-63;15;4156;idle
-50;19;4155;idle
-52;19;4157;idle
-53;6;4154;idle
-57;4;4154;idle
-54;12;4154;idle
-48;8;4153;idle
-51;14;4154;idle
-54;11;4150;idle
-56;12;4158;idle
-58;10;4149;idle
-46;14;4154;idle
-59;10;4156;idle
-56;10;4152;idle
-50;14;4153;idle
-49;13;4156;idle
-56;10;4152;idle
-48;6;4155;idle
-55;10;4160;idle
-56;8;4146;idle
-49;11;4155;idle
-48;17;4152;idle
-60;8;4157;idle
-55;15;4154;idle
-55;7;4151;idle
-62;4;4151;idle
-60;14;4157;idle
-55;8;4159;idle
-58;5;4153;idle
-64;13;4151;idle
-65;12;4155;idle
-46;13;4156;idle
-61;2;4150;idle
-55;16;4152;idle
-53;14;4147;idle
-58;17;4154;idle
-53;13;4154;idle
-49;10;4157;idle
-54;11;4149;idle
-51;6;4154;idle
-51;10;4158;idle
-60;12;4157;idle
-53;16;4155;idle
-45;12;4162;idle
-54;14;4153;idle
-52;9;4147;idle
-50;10;4167;idle
-49;8;4151;idle
-65;13;4156;idle
-56;10;4150;idle
-57;8;4154;idle
-46;17;4156;idle
-48;11;4152;idle
-59;1;4150;idle
-56;5;4157;idle
-55;17;4153;idle
-54;14;4153;idle
-57;7;4153;idle
-53;-1;4152;idle
-60;14;4158;idle
-64;18;4161;idle
-57;14;4158;idle
-66;10;4149;idle
-48;17;4156;idle
-62;11;4151;idle
-57;9;4145;idle
-64;15;4148;idle
-53;16;4158;idle
-59;3;4165;idle
-54;8;4156;idle
-43;11;4153;idle
-59;12;4147;idle
-55;13;4159;idle
X-acc;Y-acc;Z-acc;label
-44;9;4144;idle
-51;12;4151;idle
-55;14;4154;idle
-48;10;4159;idle
-54;12;4157;idle
-43;4;4150;idle
-61;8;4158;idle
-62;6;4151;idle
-45;7;4152;idle
-50;14;4152;idle
-59;4;4161;idle
-49;13;4149;idle
-53;13;4152;idle
-46;5;4155;idle
-53;10;4152;idle
-52;5;4158;idle
-51;3;4150;idle
-43;9;4148;idle
-53;12;4150;idle
-48;15;4153;idle
-58;13;4150;idle
-49;1;4152;idle
-53;11;4155;idle
-61;17;4150;idle
-62;8;4150;idle
-53;9;4155;idle
-52;12;4149;idle
-52;13;4156;idle
-53;11;4151;idle
-48;7;4151;idle
-55;6;4150;idle
-55;12;4149;idle
-55;13;4159;idle
-44;15;4150;idle
-50;14;4154;idle
-64;8;4158;idle
-62;12;4152;idle
-50;9;4151;idle
-58;13;4160;idle
-56;8;4161;idle
-55;18;4160;idle
-54;14;4160;idle
-56;7;4150;idle
-57;2;4158;idle
-62;5;4149;idle
-48;12;4152;idle
-52;15;4151;idle
-63;15;4153;idle
-50;15;4154;idle
-56;8;4161;idle
-45;10;4155;idle
-50;16;4163;idle
-67;11;4149;idle
-50;18;4154;idle
-63;16;4153;idle
-64;15;4157;idle
-54;7;4155;idle
-61;15;4152;idle
-58;4;4156;idle
-51;13;4154;idle
-52;22;4154;idle
-58;13;4155;idle
-60;18;4154;idle
-61;14;4156;idle
-54;11;4153;idle
-51;15;4160;idle
-57;19;4153;idle
-62;8;4154;idle
-57;12;4150;idle
-53;12;4155;idle
-56;16;4148;idle
-55;6;4157;idle
-45;11;4153;idle
-55;10;4153;idle
-59;9;4150;idle
-59;18;4152;idle
-49;14;4149;idle
-60;12;4161;idle
-46;13;4154;idle
-48;5;4157;idle
-54;13;4153;idle
-49;9;4154;idle
-52;14;4156;idle
-57;8;4149;idle
-49;10;4150;idle
-57;17;4153;idle
-56;12;4154;idle
-61;13;4153;idle
-66;8;4158;idle
-57;11;4152;idle
-59;11;4157;idle
-51;15;4157;idle
-58;11;4152;idle
-53;15;4156;idle
-57;7;4155;idle
-50;13;4147;idle
-50;14;4155;idle
-51;11;4154;idle
-55;11;4152;idle
-50;20;4158;idle
X-acc;Y-acc;Z-acc;label
-51;13;4152;idle
-58;8;4160;idle
-54;9;4154;idle
-44;14;4156;idle
-53;5;4153;idle
-56;14;4155;idle
-48;12;4150;idle
-52;11;4151;idle
-53;8;4146;idle
-61;8;4144;idle
-55;5;4150;idle
-57;6;4165;idle
-53;6;4157;idle
-56;11;4150;idle
-49;11;4147;idle
-52;15;4152;idle
-61;6;4158;idle
-54;14;4156;idle
-49;24;4153;idle
-58;9;4154;idle
-49;11;4151;idle
-51;6;4154;idle
-59;22;4149;idle
-49;8;4155;idle
-53;4;4156;idle
-54;9;4153;idle
-49;4;4153;idle
-58;6;4157;idle
-60;11;4155;idle
-62;12;4149;idle
-52;9;4162;idle
-50;9;4156;idle
-55;4;4154;idle
-50;10;4152;idle
-49;13;4156;idle
-61;9;4157;idle
-52;19;4152;idle
-52;3;4151;idle
-58;12;4152;idle
-58;11;4161;idle
-51;16;4156;idle
-62;10;4149;idle
-56;11;4147;idle
-52;7;4147;idle
-56;-4;4159;idle
-55;7;4153;idle
-51;6;4146;idle
-58;8;4153;idle
-54;10;4147;idle
-59;12;4158;idle
-53;17;4151;idle
-50;13;4158;idle
-58;14;4157;idle
-51;8;4158;idle
-50;10;4154;idle
-52;3;4154;idle
-63;12;4158;idle
-56;19;4150;idle
-57;1;4152;idle
-64;12;4149;idle
-61;19;4155;idle
-54;7;4155;idle
-58;3;4151;idle
-46;9;4150;idle
-55;7;4155;idle
-59;11;4145;idle
-51;8;4155;idle
-55;14;4154;idle
-54;5;4151;idle
-57;15;4155;idle
-55;12;4152;idle
-51;7;4154;idle
-57;8;4151;idle
-53;9;4155;idle
-57;9;4146;idle
-60;17;4148;idle
-56;3;4141;idle
-52;14;4156;idle
-52;13;4153;idle
-55;15;4153;idle
-50;15;4154;idle
-58;8;4158;idle
-56;10;4152;idle
-54;1;4148;idle
-52;18;4148;idle
-55;11;4156;idle
-65;11;4147;idle
-61;6;4148;idle
-48;14;4157;idle
-45;16;4153;idle
-53;16;4157;idle
-59;15;4152;idle
-60;10;4159;idle
-52;15;4158;idle
-51;6;4152;idle
-47;10;4147;idle
-55;5;4150;idle
-58;8;4153;idle
-54;14;4151;idle
-50;12;4156;idle
X-acc;Y-acc;Z-acc;label
-49;8;4148;idle
-50;5;4157;idle
-62;9;4152;idle
-53;17;4150;idle
-54;21;4149;idle
-62;10;4156;idle
-58;14;4143;idle
-57;13;4153;idle
-55;19;4155;idle
-59;9;4154;idle
-45;12;4156;idle
-58;12;4153;idle
-46;2;4148;idle
-46;3;4147;idle
-62;13;4151;idle
-56;13;4160;idle
-50;7;4152;idle
-52;10;4149;idle
-48;9;4164;idle
-45;8;4150;idle
-50;7;4151;idle
-57;18;4152;idle
-65;9;4147;idle
-54;8;4165;idle
-51;18;4146;idle
-52;9;4158;idle
-56;13;4157;idle
-57;10;4155;idle
-57;8;4149;idle
-57;9;4156;idle
-53;19;4152;idle
-54;19;4149;idle
-59;12;4156;idle
-55;6;4142;idle
-57;20;4155;idle
-51;13;4158;idle
-47;15;4156;idle
-60;12;4159;idle
-56;12;4159;idle
-64;12;4147;idle
-55;3;4155;idle
-53;18;4156;idle
-62;1;4152;idle
-48;12;4154;idle
-53;15;4154;idle
-55;12;4155;idle
-54;2;4148;idle
-47;10;4155;idle
-62;7;4149;idle
-50;11;4168;idle
-56;7;4156;idle
-52;7;4160;idle
-50;4;4152;idle
-51;9;4155;idle
-49;16;4148;idle
-51;15;4150;idle
-66;10;4161;idle
-60;4;4149;idle
-53;12;4152;idle
-52;10;4159;idle
-50;17;4142;idle
-66;13;4148;idle
-55;6;4156;idle
-42;15;4147;idle
-60;13;4154;idle
-63;11;4153;idle
-47;8;4149;idle
-56;9;4160;idle
-58;4;4160;idle
-57;19;4143;idle
-55;13;4159;idle
-55;12;4145;idle
-51;4;4155;idle
-67;14;4152;idle
-61;19;4153;idle
-47;10;4152;idle
-61;3;4150;idle
-57;9;4154;idle
-51;18;4148;idle
-61;10;4157;idle
-55;16;4148;idle
-52;12;4161;idle
-52;3;4146;idle
-61;5;4147;idle
-63;7;4150;idle
-61;10;4155;idle
-52;2;4155;idle
-53;2;4148;idle
-54;9;4157;idle
-52;12;4151;idle
-56;15;4153;idle
-50;5;4157;idle
-52;8;4156;idle
-53;3;4156;idle
-43;4;4157;idle
-64;13;4153;idle
-59;5;4155;idle
-51;6;4149;idle
-57;9;4152;idle
-47;15;4154;idle
X-acc;Y-acc;Z-acc;label
-62;8;4152;idle
-55;9;4155;idle
-51;12;4150;idle
-54;14;4146;idle
-54;9;4150;idle
-44;15;4153;idle
-43;11;4158;idle
-59;5;4158;idle
-52;1;4154;idle
-54;17;4145;idle
-56;13;4156;idle
-49;3;4143;idle
-53;8;4155;idle
-57;16;4154;idle
-47;15;4147;idle
-60;-1;4150;idle
-56;15;4152;idle
-56;13;4151;idle
-55;13;4158;idle
-48;8;4150;idle
-44;8;4156;idle
-61;11;4158;idle
-54;11;4158;idle
-56;5;4152;idle
-56;14;4153;idle
-53;15;4153;idle
-61;7;4160;idle
-61;15;4152;idle
-56;16;4153;idle
-51;12;4149;idle
-55;9;4151;idle
-54;8;4155;idle
-56;6;4152;idle
-55;-3;4149;idle
-43;17;4147;idle
-60;13;4155;idle
-59;11;4153;idle
-47;8;4153;idle
-60;13;4149;idle
-57;12;4161;idle
-64;4;4148;idle
-58;14;4143;idle
-53;13;4154;idle
-49;10;4154;idle
-55;13;4147;idle
-54;17;4155;idle
-60;11;4157;idle
-43;9;4158;idle
-56;14;4149;idle
-52;11;4143;idle
-49;15;4156;idle
-55;18;4149;idle
-52;12;4147;idle
-53;25;4154;idle
-50;7;4150;idle
-56;13;4159;idle
-52;12;4158;idle
-47;10;4149;idle
-59;3;4143;idle
-45;7;4155;idle
-53;5;4148;idle
-52;7;4153;idle
-47;6;4149;idle
-48;12;4151;idle
-50;12;4152;idle
-54;3;4149;idle
-59;12;4159;idle
-57;17;4154;idle
-64;21;4158;idle
-55;10;4151;idle
-55;5;4148;idle
-59;4;4152;idle
-58;12;4148;idle
-53;10;4147;idle
-52;10;4155;idle
-64;10;4157;idle
-52;9;4152;idle
-61;12;4156;idle
-46;10;4149;idle
-55;4;4151;idle
-49;9;4153;idle
-56;8;4143;idle
-60;15;4149;idle
-64;10;4152;idle
-52;11;4156;idle
-48;10;4153;idle
-56;2;4145;idle
-49;4;4155;idle
-52;11;4142;idle
